Orthogroup	Desmarestia-dudresnayi_BRAKER_proteins	Desmarestia-herbacea_MALE_proteins	PUBLIC_Ectocarpus-sp7_proteins	PUBLIC_Undaria-pinnatifida_MALE.pep	Schizocladia-ischiensis_proteins	Scytosiphon-promiscuus_MALE_proteins
OG0009730	Ddudresnayi_g1711.t1		Ec-06_004310.1	Upin_00012519	prot_S-ischiensis_contig18.4771.1	prot_S-promiscuus_M_contig3.9167.1
OG0009731	Ddudresnayi_g1720.t1		Ec-06_004370.1	Upin_00012874	prot_S-ischiensis_contig15.3727.1	prot_S-promiscuus_M_contig3.9162.1
OG0009732	Ddudresnayi_g1722.t1		Ec-06_004410.1	Upin_00012875	prot_S-ischiensis_contig15.3768.1	prot_S-promiscuus_M_contig3.9155.1
OG0009733	Ddudresnayi_g1723.t1		Ec-06_004400.1	Upin_00012524	prot_S-ischiensis_contig18.4620.1	prot_S-promiscuus_M_contig3.9156.1
OG0009734	Ddudresnayi_g1731.t1, Ddudresnayi_g1732.t1		Ec-06_004430.1	Upin_00012526		prot_S-promiscuus_M_contig3.9152.1
OG0009735	Ddudresnayi_g1736.t1		Ec-06_004620.1	Upin_00012881	prot_S-ischiensis_contig15.3586.1	prot_S-promiscuus_M_contig3.9131.1
OG0009736	Ddudresnayi_g1738.t1		Ec-06_004660.1	Upin_00013565	prot_S-ischiensis_contig15.3694.1	prot_S-promiscuus_M_contig3.9127.1
OG0009737	Ddudresnayi_g1743.t1		Ec-06_004580.1	Upin_00012533	prot_S-ischiensis_contig69.17903.1	prot_S-promiscuus_M_contig3.9135.1
OG0009738	Ddudresnayi_g1747.t1, Ddudresnayi_g1748.t1			Upin_00012883	prot_S-ischiensis_contig15.3861.1, prot_S-ischiensis_contig81.19865.1	
OG0009739	Ddudresnayi_g1750.t1		Ec-06_004560.1	Upin_00012534	prot_S-ischiensis_contig3.9575.1	prot_S-promiscuus_M_contig3.9137.1
OG0009740	Ddudresnayi_g1757.t1	prot_D-herbacea_M_contig152.3047.1	Ec-06_004500.1	Upin_00013568		prot_S-promiscuus_M_contig3.9144.1
OG0009741	Ddudresnayi_g1763.t1	prot_D-herbacea_M_contig152.3039.1	Ec-06_004730.1	Upin_00012539		prot_S-promiscuus_M_contig3.9122.1
OG0009742	Ddudresnayi_g1766.t1	prot_D-herbacea_M_contig152.3035.1	Ec-06_004780.1		prot_S-ischiensis_contig10.1599.1	prot_S-promiscuus_M_contig3.9119.1
OG0009743	Ddudresnayi_g1767.t1	prot_D-herbacea_M_contig152.3034.1	Ec-06_004800.1	Upin_00012540		prot_S-promiscuus_M_contig3.9118.1
OG0009744	Ddudresnayi_g1771.t1	prot_D-herbacea_M_contig152.3030.1	Ec-06_006900.1	Upin_00013584		prot_S-promiscuus_M_contig3.9098.1
OG0009745	Ddudresnayi_g1772.t1	prot_D-herbacea_M_contig152.3029.1	Ec-06_006890.1	Upin_00012901	prot_S-ischiensis_contig25.7690.1	
OG0009746	Ddudresnayi_g1773.t1, Ddudresnayi_g1774.t1		Ec-06_006880.1	Upin_00012547		prot_S-promiscuus_M_contig3.9099.1
OG0009747	Ddudresnayi_g1792.t1	prot_D-herbacea_M_contig152.3010.1	Ec-06_006800.1	Upin_00013238		prot_S-promiscuus_M_contig3.9109.1
OG0009748	Ddudresnayi_g1800.t1	prot_D-herbacea_M_contig152.3004.1	Ec-06_006940.1	Upin_00012549		prot_S-promiscuus_M_contig3.9091.1
OG0009749	Ddudresnayi_g1817.t1	prot_D-herbacea_M_contig398.10045.1	Ec-06_008340.1	Upin_00012916		prot_S-promiscuus_M_contig3.8942.1
OG0009750	Ddudresnayi_g1821.t1	prot_D-herbacea_M_contig390.9969.1	Ec-06_008270.1		prot_S-ischiensis_contig28.8443.1	prot_S-promiscuus_M_contig3.8948.1
OG0009751	Ddudresnayi_g1823.t1	prot_D-herbacea_M_contig390.9967.1	Ec-06_008250.1	Upin_00012919	prot_S-ischiensis_contig28.8466.1	
OG0009752	Ddudresnayi_g1873.t1, Ddudresnayi_g1874.t1	prot_D-herbacea_M_contig387.9830.1		Upin_00012934	prot_S-ischiensis_contig18.4784.1	
OG0009753	Ddudresnayi_g1885.t1	prot_D-herbacea_M_contig377.9657.1	Ec-06_007530.1	Upin_00013626		prot_S-promiscuus_M_contig3.9036.1
OG0009754	Ddudresnayi_g1898.t1	prot_D-herbacea_M_contig377.9667.1	Ec-06_007080.1	Upin_00012588		prot_S-promiscuus_M_contig3.9067.1
OG0009755	Ddudresnayi_g1910.t1	prot_D-herbacea_M_contig123.1620.1	Ec-06_007380.2		prot_S-ischiensis_contig2.5721.1	prot_S-promiscuus_M_contig3.9053.1
OG0009756	Ddudresnayi_g19053.t1, Ddudresnayi_g1949.t1, Ddudresnayi_g23050.t1, Ddudresnayi_g5473.t1, Ddudresnayi_g7839.t1					
OG0009757	Ddudresnayi_g13607.t1, Ddudresnayi_g19422.t1, Ddudresnayi_g2005.t1, Ddudresnayi_g21066.t1, Ddudresnayi_g25762.t1					
OG0009758	Ddudresnayi_g11217.t1, Ddudresnayi_g2015.t1, Ddudresnayi_g3965.t1, Ddudresnayi_g7245.t1					prot_S-promiscuus_M_contig14.2841.1
OG0009759	Ddudresnayi_g2042.t1	prot_D-herbacea_M_contig84.15288.1	Ec-28_002140.1	Upin_00025591		prot_S-promiscuus_M_contig7.17208.1
OG0009760	Ddudresnayi_g2054.t1	prot_D-herbacea_M_contig84.15279.1	Ec-28_002040.1	Upin_00025596		prot_S-promiscuus_M_contig7.17204.1
OG0009761	Ddudresnayi_g2084.t1	prot_D-herbacea_M_contig12.1478.1	Ec-28_001700.1	Upin_00025451		prot_S-promiscuus_M_contig7.17167.1
OG0009762	Ddudresnayi_g14024.t1, Ddudresnayi_g18828.t1, Ddudresnayi_g2119.t1, Ddudresnayi_g21385.t1, Ddudresnayi_g2944.t1					
OG0009763	Ddudresnayi_g2172.t1	prot_D-herbacea_M_contig733.14517.1	Ec-17_000950.1	Upin_00006202		prot_S-promiscuus_M_contig6.16373.1
OG0009764	Ddudresnayi_g2176.t1	prot_D-herbacea_M_contig73.14464.1	Ec-17_001100.1	Upin_00006205		prot_S-promiscuus_M_contig6.16384.1
OG0009765	Ddudresnayi_g2178.t1	prot_D-herbacea_M_contig73.14465.1	Ec-17_001110.1	Upin_00006399		prot_S-promiscuus_M_contig6.16385.1
OG0009766	Ddudresnayi_g2183.t1	prot_D-herbacea_M_contig73.14469.1	Ec-17_001140.1	Upin_00006207		prot_S-promiscuus_M_contig6.16389.1
OG0009767	Ddudresnayi_g2187.t1		Ec-17_001180.1, Ec-17_001180.2	Upin_00006401		prot_S-promiscuus_M_contig6.16391.1
OG0009768	Ddudresnayi_g14488.t1, Ddudresnayi_g21965.t1, Ddudresnayi_g2202.t1, Ddudresnayi_g5509.t1, Ddudresnayi_g5510.t1					
OG0009769	Ddudresnayi_g2205.t1	prot_D-herbacea_M_contig73.14485.1	Ec-17_000760.1	Upin_00006405		prot_S-promiscuus_M_contig6.16354.1
OG0009770	Ddudresnayi_g2229.t1	prot_D-herbacea_M_contig73.14504.1	Ec-17_000570.1	Upin_00006222	prot_S-ischiensis_contig18.4671.1	
OG0009771	Ddudresnayi_g21198.t1, Ddudresnayi_g2257.t1, Ddudresnayi_g25985.t1, Ddudresnayi_g5388.t1, Ddudresnayi_g7058.t1					
OG0009772	Ddudresnayi_g2287.t1	prot_D-herbacea_M_contig58.13026.1	Ec-19_002380.1	Upin_00003950		prot_S-promiscuus_M_contig18.4303.1
OG0009773	Ddudresnayi_g2288.t1	prot_D-herbacea_M_contig58.13027.1	Ec-19_002370.1	Upin_00003708		prot_S-promiscuus_M_contig18.4302.1
OG0009774	Ddudresnayi_g2311.t1, Ddudresnayi_g2312.t1		Ec-19_002060.1			prot_S-promiscuus_M_contig18.4274.1, prot_S-promiscuus_M_contig18.4275.1
OG0009775	Ddudresnayi_g2315.t1	prot_D-herbacea_M_contig335.8942.1	Ec-19_002000.1	Upin_00003686		prot_S-promiscuus_M_contig18.4268.1
OG0009776	Ddudresnayi_g2322.t1	prot_D-herbacea_M_contig335.8950.1	Ec-19_002310.1	Upin_00003699		prot_S-promiscuus_M_contig18.4296.1
OG0009777	Ddudresnayi_g2327.t1	prot_D-herbacea_M_contig335.8954.1		Upin_00010800, Upin_00011237, Upin_00011238		
OG0009778	Ddudresnayi_g2332.t1, Ddudresnayi_g2333.t1	prot_D-herbacea_M_contig195.4692.1	Ec-19_001840.1	Upin_00003935		
OG0009779	Ddudresnayi_g2371.t1	prot_D-herbacea_M_contig195.4656.1	Ec-07_006760.1	Upin_00021536		prot_S-promiscuus_M_contig26.7611.1
OG0009780	Ddudresnayi_g2375.t1	prot_D-herbacea_M_contig921.15878.1	Ec-07_006310.1	Upin_00021787		prot_S-promiscuus_M_contig26.7558.1
OG0009781	Ddudresnayi_g2383.t1		Ec-07_006410.1	Upin_00021305	prot_S-ischiensis_contig31.9969.1	prot_S-promiscuus_M_contig26.7565.1
OG0009782	Ddudresnayi_g2392.t1		Ec-07_006510.1	Upin_00021301	prot_S-ischiensis_contig14.3308.1	prot_S-promiscuus_M_contig26.7550.1
OG0009783	Ddudresnayi_g18931.t1, Ddudresnayi_g2429.t1, Ddudresnayi_g2430.t1, Ddudresnayi_g24307.t1, Ddudresnayi_g5790.t1					
OG0009784	Ddudresnayi_g10986.t1, Ddudresnayi_g21416.t1, Ddudresnayi_g21417.t1, Ddudresnayi_g2450.t1, Ddudresnayi_g7644.t1					
OG0009785	Ddudresnayi_g14177.t1, Ddudresnayi_g14802.t1, Ddudresnayi_g2485.t1, Ddudresnayi_g6263.t1, Ddudresnayi_g6268.t1					
OG0009786	Ddudresnayi_g14152.t1, Ddudresnayi_g2488.t1, Ddudresnayi_g5352.t1, Ddudresnayi_g7645.t1, Ddudresnayi_g8322.t1					
OG0009787	Ddudresnayi_g11528.t1, Ddudresnayi_g13581.t1, Ddudresnayi_g2492.t1, Ddudresnayi_g6118.t1	prot_D-herbacea_M_contig2.5050.1				
OG0009788	Ddudresnayi_g11281.t1, Ddudresnayi_g2505.t1, Ddudresnayi_g2506.t1, Ddudresnayi_g3513.t1, Ddudresnayi_g5570.t1					
OG0009789	Ddudresnayi_g11124.t1, Ddudresnayi_g2525.t1, Ddudresnayi_g5777.t1, Ddudresnayi_g5778.t1, Ddudresnayi_g6078.t1					
OG0009790	Ddudresnayi_g2559.t1	prot_D-herbacea_M_contig187.4402.1	Ec-23_003620.1	Upin_00005526	prot_S-ischiensis_contig6.16665.1	
OG0009791	Ddudresnayi_g2574.t1	prot_D-herbacea_M_contig187.4409.1	Ec-23_003950.1	Upin_00005721		prot_S-promiscuus_M_contig40.12825.1
OG0009792	Ddudresnayi_g2588.t1			Upin_00010095, Upin_00017014, Upin_00024001		prot_S-promiscuus_M_contig28.8085.1
OG0009793	Ddudresnayi_g16298.t1, Ddudresnayi_g20404.t1, Ddudresnayi_g2599.t1	prot_D-herbacea_M_contig986.16201.1				prot_S-promiscuus_M_contig31.10030.1
OG0009794	Ddudresnayi_g2632.t1		Ec-23_001180.1	Upin_00005742	prot_S-ischiensis_contig6.16689.1	prot_S-promiscuus_M_contig40.12881.1
OG0009795	Ddudresnayi_g2635.t1	prot_D-herbacea_M_contig346.9093.1	Ec-23_000250.1	Upin_00005567		prot_S-promiscuus_M_contig40.12875.1
OG0009796	Ddudresnayi_g2653.t1		Ec-23_001090.1, Ec-23_001090.2	Upin_00005753		prot_S-promiscuus_M_contig40.12885.1
OG0009797	Ddudresnayi_g2670.t1	prot_D-herbacea_M_contig479.11502.1	Ec-23_000830.1	Upin_00005768		prot_S-promiscuus_M_contig40.12794.1
OG0009798	Ddudresnayi_g2679.t1	prot_D-herbacea_M_contig86.15450.1	Ec-23_000850.1	Upin_00005590		prot_S-promiscuus_M_contig40.12792.1
OG0009799	Ddudresnayi_g16810.t1, Ddudresnayi_g17782.t1, Ddudresnayi_g21615.t1, Ddudresnayi_g21618.t1, Ddudresnayi_g2681.t1					
OG0009800	Ddudresnayi_g2683.t1	prot_D-herbacea_M_contig86.15446.1	Ec-23_000870.1	Upin_00005966		prot_S-promiscuus_M_contig40.12791.1
OG0009801	Ddudresnayi_g2687.t1	prot_D-herbacea_M_contig86.15443.1	Ec-23_000810.1	Upin_00005591		prot_S-promiscuus_M_contig40.12798.1
OG0009802	Ddudresnayi_g2719.t1	prot_D-herbacea_M_contig86.15420.1	Ec-23_000500.1	Upin_00005605		prot_S-promiscuus_M_contig25.7228.1
OG0009803	Ddudresnayi_g2723.t1	prot_D-herbacea_M_contig86.15416.1	Ec-23_000440.1	Upin_00005785		prot_S-promiscuus_M_contig25.7261.1
OG0009804	Ddudresnayi_g18580.t1, Ddudresnayi_g2730.t1, Ddudresnayi_g29851.t1, Ddudresnayi_g9393.t1, Ddudresnayi_g9394.t1					
OG0009805	Ddudresnayi_g11411.t1, Ddudresnayi_g13741.t1, Ddudresnayi_g14248.t1, Ddudresnayi_g25362.t1, Ddudresnayi_g2743.t1					
OG0009806	Ddudresnayi_g19271.t1, Ddudresnayi_g24057.t1, Ddudresnayi_g2776.t1, Ddudresnayi_g7727.t1, Ddudresnayi_g8033.t1					
OG0009807	Ddudresnayi_g14353.t1, Ddudresnayi_g22323.t1, Ddudresnayi_g23288.t1, Ddudresnayi_g2792.t1				prot_S-ischiensis_contig11.2208.1	
OG0009808	Ddudresnayi_g18859.t1, Ddudresnayi_g18860.t1, Ddudresnayi_g19142.t1, Ddudresnayi_g2794.t1, Ddudresnayi_g2795.t1					
OG0009809	Ddudresnayi_g13927.t1, Ddudresnayi_g14571.t1, Ddudresnayi_g2801.t1, Ddudresnayi_g4261.t1, Ddudresnayi_g7350.t1					
OG0009810	Ddudresnayi_g25802.t1, Ddudresnayi_g27153.t1, Ddudresnayi_g2809.t1, Ddudresnayi_g2811.t1	prot_D-herbacea_M_contig322.8663.1				
OG0009811	Ddudresnayi_g2821.t1	prot_D-herbacea_M_contig29.7848.1	Ec-02_000450.1	Upin_00013963		prot_S-promiscuus_M_contig43.13392.1
OG0009812	Ddudresnayi_g2824.t1	prot_D-herbacea_M_contig29.7845.1	Ec-02_000540.1	Upin_00013796		prot_S-promiscuus_M_contig43.13394.1
OG0009813	Ddudresnayi_g2852.t1	prot_D-herbacea_M_contig29.7819.1	Ec-25_001110.1	Upin_00018297		prot_S-promiscuus_M_contig38.11640.1
OG0009814	Ddudresnayi_g2867.t1	prot_D-herbacea_M_contig29.7811.1	Ec-02_000060.1		prot_S-ischiensis_contig66.17458.1	prot_S-promiscuus_M_contig43.13312.1
OG0009815	Ddudresnayi_g2868.t1	prot_D-herbacea_M_contig29.7810.1	Ec-02_000070.1	Upin_00013955		prot_S-promiscuus_M_contig43.13311.1
OG0009816	Ddudresnayi_g19941.t1, Ddudresnayi_g21189.t1, Ddudresnayi_g22578.t1, Ddudresnayi_g24494.t1, Ddudresnayi_g2974.t1					
OG0009817	Ddudresnayi_g2978.t1, Ddudresnayi_g2981.t1		Ec-16_002110.1	Upin_00019347	prot_S-ischiensis_contig15.3544.1	
OG0009818	Ddudresnayi_g2983.t1	prot_D-herbacea_M_contig600.13387.1	Ec-16_002100.1	Upin_00019605		prot_S-promiscuus_M_contig33.10567.1
OG0009819	Ddudresnayi_g2992.t1	prot_D-herbacea_M_contig473.11459.1	Ec-16_002270.1	Upin_00019348		prot_S-promiscuus_M_contig93.19152.1
OG0009820	Ddudresnayi_g2993.t1	prot_D-herbacea_M_contig473.11458.1	Ec-16_002350.1		prot_S-ischiensis_contig8.19434.1	prot_S-promiscuus_M_contig77.17802.1
OG0009821	Ddudresnayi_g3009.t1	prot_D-herbacea_M_contig260.7027.1	Ec-16_001970.1	Upin_00019341		prot_S-promiscuus_M_contig77.17784.1
OG0009822	Ddudresnayi_g3012.t1	prot_D-herbacea_M_contig260.7034.1	Ec-16_002040.1	Upin_00019601		prot_S-promiscuus_M_contig77.17778.1
OG0009823	Ddudresnayi_g3019.t1	prot_D-herbacea_M_contig260.7043.1	Ec-16_001950.1	Upin_00019104		prot_S-promiscuus_M_contig77.17782.1
OG0009824	Ddudresnayi_g3049.t1	prot_D-herbacea_M_contig109.814.1	Ec-16_002620.1	Upin_00019905		prot_S-promiscuus_M_contig23.6625.1
OG0009825	Ddudresnayi_g3051.t1		Ec-16_002590.1	Upin_00019121	prot_S-ischiensis_contig3.8942.1	prot_S-promiscuus_M_contig23.6627.1
OG0009826	Ddudresnayi_g3059.t1	prot_D-herbacea_M_contig109.819.1	Ec-16_002760.1	Upin_00019124		prot_S-promiscuus_M_contig23.6638.1
OG0009827	Ddudresnayi_g3061.t1		Ec-16_002680.1	Upin_00019125	prot_S-ischiensis_contig25.7852.1	prot_S-promiscuus_M_contig23.6619.1
OG0009828	Ddudresnayi_g3063.t1	prot_D-herbacea_M_contig109.822.1	Ec-16_002670.1	Upin_00019126		prot_S-promiscuus_M_contig23.6620.1
OG0009829	Ddudresnayi_g3071.t1	prot_D-herbacea_M_contig109.831.1	Ec-16_002900.1		prot_S-ischiensis_contig26.8148.1	prot_S-promiscuus_M_contig23.6653.1
OG0009830	Ddudresnayi_g3074.t1	prot_D-herbacea_M_contig700.14292.1	Ec-16_002880.1	Upin_00019366		prot_S-promiscuus_M_contig23.6647.1
OG0009831	Ddudresnayi_g3125.t1	prot_D-herbacea_M_contig59.13124.1	Ec-16_003910.1	Upin_00019942		prot_S-promiscuus_M_contig23.6769.1
OG0009832	Ddudresnayi_g3137.t1		Ec-16_003860.1	Upin_00019656	prot_S-ischiensis_contig21.6334.1	prot_S-promiscuus_M_contig23.6762.1
OG0009833	Ddudresnayi_g3151.t1	prot_D-herbacea_M_contig59.13097.1	Ec-16_003320.1		prot_S-ischiensis_contig1.458.1	prot_S-promiscuus_M_contig23.6703.1
OG0009834	Ddudresnayi_g3155.t1	prot_D-herbacea_M_contig59.13093.1	Ec-16_002860.1	Upin_00019367	prot_S-ischiensis_contig26.8158.1	
OG0009835	Ddudresnayi_g3165.t1	prot_D-herbacea_M_contig59.13087.1	Ec-16_002970.1	Upin_00019371		prot_S-promiscuus_M_contig23.6664.1
OG0009836	Ddudresnayi_g3182.t1	prot_D-herbacea_M_contig59.13074.1	Ec-16_003180.1	Upin_00019640		prot_S-promiscuus_M_contig23.6687.1
OG0009837	Ddudresnayi_g3213.t1	prot_D-herbacea_M_contig323.8682.1	Ec-00_004540.1	Upin_00019186		prot_S-promiscuus_M_contig23.6795.1
OG0009838	Ddudresnayi_g3218.t1	prot_D-herbacea_M_contig14.2444.1	Ec-16_004220.1	Upin_00019187		prot_S-promiscuus_M_contig23.6820.1
OG0009839	Ddudresnayi_g3250.t1	prot_D-herbacea_M_contig14.2417.1	Ec-16_004560.1		prot_S-ischiensis_contig2.5747.1	prot_S-promiscuus_M_contig23.6835.1
OG0009840	Ddudresnayi_g3255.t1		Ec-16_004460.1, Ec-16_004460.2	Upin_00019438		prot_S-promiscuus_M_contig23.6850.1
OG0009841	Ddudresnayi_g3258.t1	prot_D-herbacea_M_contig14.2409.1	Ec-16_004440.1, Ec-17_001220.2			prot_S-promiscuus_M_contig23.6853.1
OG0009842	Ddudresnayi_g3261.t1	prot_D-herbacea_M_contig14.2406.1	Ec-16_004600.1	Upin_00019442		prot_S-promiscuus_M_contig23.6855.1
OG0009843	Ddudresnayi_g3270.t1	prot_D-herbacea_M_contig14.2401.1	Ec-17_002550.1	Upin_00019208	prot_S-ischiensis_contig1.716.1	
OG0009844	Ddudresnayi_g3272.t1	prot_D-herbacea_M_contig14.2397.1	Ec-16_004730.1		prot_S-ischiensis_contig6.16760.1	prot_S-promiscuus_M_contig23.6868.1
OG0009845	Ddudresnayi_g3275.t1	prot_D-herbacea_M_contig14.2391.1	Ec-16_004700.1		prot_S-ischiensis_contig15.3509.1	prot_S-promiscuus_M_contig23.6872.1
OG0009846	Ddudresnayi_g3276.t1	prot_D-herbacea_M_contig14.2389.1	Ec-16_004690.1	Upin_00019217		prot_S-promiscuus_M_contig23.6873.1
OG0009847	Ddudresnayi_g3284.t1	prot_D-herbacea_M_contig14.2382.1, prot_D-herbacea_M_contig14.2383.1	Ec-16_003630.1		prot_S-ischiensis_contig29.8867.1	
OG0009848	Ddudresnayi_g3322.t1	prot_D-herbacea_M_contig14.2353.1	Ec-16_004780.1	Upin_00019239		prot_S-promiscuus_M_contig23.6877.1
OG0009849	Ddudresnayi_g3353.t1, Ddudresnayi_g3354.t1	prot_D-herbacea_M_contig225.6043.1	Ec-16_005200.1	Upin_00019742		
OG0009850	Ddudresnayi_g3380.t1	prot_D-herbacea_M_contig354.9250.1	Ec-16_004840.1		prot_S-ischiensis_contig2.5188.1	prot_S-promiscuus_M_contig23.6920.1
OG0009851	Ddudresnayi_g3387.t1	prot_D-herbacea_M_contig354.9256.1	Ec-16_004820.1		prot_S-ischiensis_contig21.6227.1	prot_S-promiscuus_M_contig23.6922.1
OG0009852	Ddudresnayi_g10996.t1, Ddudresnayi_g22199.t1, Ddudresnayi_g3399.t1, Ddudresnayi_g6302.t1, Ddudresnayi_g6303.t1					
OG0009853	Ddudresnayi_g22329.t1, Ddudresnayi_g3462.t1, Ddudresnayi_g6528.t1, Ddudresnayi_g6547.t1, Ddudresnayi_g6562.t1					
OG0009854	Ddudresnayi_g14329.t1, Ddudresnayi_g24501.t1, Ddudresnayi_g3552.t1, Ddudresnayi_g3945.t1, Ddudresnayi_g6764.t1					
OG0009855	Ddudresnayi_g12977.t1, Ddudresnayi_g18857.t1, Ddudresnayi_g3689.t1, Ddudresnayi_g4291.t1, Ddudresnayi_g6017.t1					
OG0009856	Ddudresnayi_g3780.t1		Ec-22_003320.1	Upin_00024022	prot_S-ischiensis_contig95.21057.1	prot_S-promiscuus_M_contig39.11786.1
OG0009857	Ddudresnayi_g3784.t1	prot_D-herbacea_M_contig100.399.1	Ec-22_003290.1	Upin_00023867		prot_S-promiscuus_M_contig39.11783.1
OG0009858	Ddudresnayi_g3789.t1	prot_D-herbacea_M_contig100.391.1, prot_D-herbacea_M_contig100.393.1	Ec-22_003550.1			prot_S-promiscuus_M_contig39.11799.1
OG0009859	Ddudresnayi_g3819.t1	prot_D-herbacea_M_contig100.371.1	Ec-22_002070.1	Upin_00023848		prot_S-promiscuus_M_contig39.11961.1
OG0009860	Ddudresnayi_g3821.t2		Ec-22_003690.1, Ec-22_003690.2	Upin_00024172	prot_S-ischiensis_contig81.19875.1	
OG0009861	Ddudresnayi_g3823.t1	prot_D-herbacea_M_contig100.367.1	Ec-22_003710.1	Upin_00023851		prot_S-promiscuus_M_contig39.11819.1
OG0009862	Ddudresnayi_g3825.t1	prot_D-herbacea_M_contig100.366.1	Ec-22_003720.1	Upin_00024008		prot_S-promiscuus_M_contig39.11820.1
OG0009863	Ddudresnayi_g13953.t1, Ddudresnayi_g22501.t1, Ddudresnayi_g23289.t1, Ddudresnayi_g3850.t1, Ddudresnayi_g3851.t1					
OG0009864	Ddudresnayi_g19896.t1, Ddudresnayi_g3867.t1, Ddudresnayi_g6805.t1			Upin_00023794, Upin_00023814		
OG0009865	Ddudresnayi_g13035.t1, Ddudresnayi_g13819.t1, Ddudresnayi_g22938.t1, Ddudresnayi_g22939.t1, Ddudresnayi_g3871.t1					
OG0009866	Ddudresnayi_g13884.t1, Ddudresnayi_g21971.t1, Ddudresnayi_g21972.t1, Ddudresnayi_g3902.t1, Ddudresnayi_g6861.t1					
OG0009867	Ddudresnayi_g13777.t1, Ddudresnayi_g21186.t1, Ddudresnayi_g3919.t1, Ddudresnayi_g7260.t1				prot_S-ischiensis_contig57.15702.1	
OG0009868	Ddudresnayi_g13601.t1, Ddudresnayi_g13604.t1, Ddudresnayi_g3931.t1, Ddudresnayi_g3932.t1, Ddudresnayi_g4937.t1					
OG0009869	Ddudresnayi_g14324.t1, Ddudresnayi_g14325.t1, Ddudresnayi_g3947.t1, Ddudresnayi_g6769.t1, Ddudresnayi_g6770.t1					
OG0009870	Ddudresnayi_g10712.t1, Ddudresnayi_g10713.t1, Ddudresnayi_g11277.t1, Ddudresnayi_g3967.t1, Ddudresnayi_g5167.t1					
OG0009871	Ddudresnayi_g11279.t1, Ddudresnayi_g22291.t1, Ddudresnayi_g24331.t1, Ddudresnayi_g3970.t1, Ddudresnayi_g4934.t1					
OG0009872	Ddudresnayi_g17749.t1, Ddudresnayi_g18716.t1, Ddudresnayi_g18717.t1, Ddudresnayi_g3972.t1, Ddudresnayi_g3973.t1					
OG0009873	Ddudresnayi_g19119.t1, Ddudresnayi_g21703.t1, Ddudresnayi_g3975.t1, Ddudresnayi_g7936.t1, Ddudresnayi_g7938.t1					
OG0009874	Ddudresnayi_g14482.t1, Ddudresnayi_g21771.t1, Ddudresnayi_g4005.t1, Ddudresnayi_g4344.t1, Ddudresnayi_g4793.t1					
OG0009875	Ddudresnayi_g4126.t1	prot_D-herbacea_M_contig543.12585.1	Ec-13_002280.1		prot_S-ischiensis_contig86.20199.1	prot_S-promiscuus_M_contig1.191.1
OG0009876	Ddudresnayi_g4127.t1	prot_D-herbacea_M_contig543.12584.1	Ec-13_002270.1		prot_S-ischiensis_contig86.20198.1	prot_S-promiscuus_M_contig1.190.1
OG0009877	Ddudresnayi_g18862.t1, Ddudresnayi_g19273.t1, Ddudresnayi_g23696.t1, Ddudresnayi_g4297.t1, Ddudresnayi_g6024.t1					
OG0009878	Ddudresnayi_g13963.t1, Ddudresnayi_g21713.t1, Ddudresnayi_g22494.t1, Ddudresnayi_g4309.t1, Ddudresnayi_g8036.t1					
OG0009879	Ddudresnayi_g13964.t1, Ddudresnayi_g22493.t1, Ddudresnayi_g23810.t1, Ddudresnayi_g4310.t1, Ddudresnayi_g7242.t1					
OG0009880	Ddudresnayi_g12795.t1, Ddudresnayi_g22281.t1, Ddudresnayi_g4323.t1	prot_D-herbacea_M_contig212.5650.1				prot_S-promiscuus_M_contig3.8714.1
OG0009881	Ddudresnayi_g13255.t1, Ddudresnayi_g21952.t1, Ddudresnayi_g4405.t1, Ddudresnayi_g5041.t1	prot_D-herbacea_M_contig2.5048.1				
OG0009882	Ddudresnayi_g11222.t1, Ddudresnayi_g19241.t1, Ddudresnayi_g25911.t1, Ddudresnayi_g25912.t1, Ddudresnayi_g4440.t1					
OG0009883	Ddudresnayi_g4461.t1	prot_D-herbacea_M_contig234.6357.1	Ec-11_002740.1	Upin_00007231		prot_S-promiscuus_M_contig10.969.1
OG0009884	Ddudresnayi_g4469.t1	prot_D-herbacea_M_contig234.6349.1	Ec-11_002670.1	Upin_00007650		prot_S-promiscuus_M_contig10.962.1
OG0009885	Ddudresnayi_g4504.t1, Ddudresnayi_g8813.t1	prot_D-herbacea_M_contig503.12005.1	Ec-06_005430.1		prot_S-ischiensis_contig20.5911.1	
OG0009886	Ddudresnayi_g4516.t1	prot_D-herbacea_M_contig324.8702.1	Ec-11_002770.1		prot_S-ischiensis_contig52.14967.1	prot_S-promiscuus_M_contig10.975.1
OG0009887	Ddudresnayi_g4521.t1	prot_D-herbacea_M_contig324.8696.1	Ec-11_002880.1	Upin_00007663		prot_S-promiscuus_M_contig10.1000.1
OG0009888	Ddudresnayi_g4532.t1, Ddudresnayi_g4533.t1	prot_D-herbacea_M_contig435.10824.1, prot_D-herbacea_M_contig435.10825.1			prot_S-ischiensis_contig27.8363.1	
OG0009889	Ddudresnayi_g4539.t1	prot_D-herbacea_M_contig435.10819.1	Ec-11_005680.1	Upin_00008140		prot_S-promiscuus_M_contig10.1010.1
OG0009890	Ddudresnayi_g4543.t1	prot_D-herbacea_M_contig463.11264.1	Ec-11_005590.1	Upin_00007250		prot_S-promiscuus_M_contig10.1016.1
